user_id,course_id,rating,course_title,organization,difficulty
49,420,4.226137318646574,IBM Data Science,IBM,Beginner
49,86,4.439795943060251,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,Beginner
49,705,4.264471315818062,Roman Architecture,Yale University,Beginner
49,471,4.6145837900803475,Introduction to Blockchain Technologies,INSEAD,Beginner
49,457,4.210536040721979,International Marketing & Cross Industry Growth,Yonsei University,Beginner
49,40,4.358499865504627,American Contract Law I,Yale University,Beginner
49,392,3.9529314416260433,Google IT Support,Google,Beginner
49,424,4.575398597704845,Implementación del Marketing Mix,IE Business School,Beginner
49,298,4.342491640725569,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,Beginner
49,851,4.253486746345906,Using Python to Interact with the Operating System,Google,Beginner
49,99,4.156161451071198,"Brand Management: Aligning Business, Brand and Behaviour",London Business School,Beginner
49,673,4.49813872416847,Programming Fundamentals,Duke University,Beginner
50,101,3.8895727572811554,Budgeting and Scheduling Projects,"University of California, Irvine",Mixed
50,323,4.095410182801793,Food & Beverage Management,Università Bocconi,Mixed
50,372,5.0,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,Mixed
50,231,4.166039886140674,Digital Media and Marketing Strategies,University of Illinois at Urbana-Champaign,Mixed
50,246,3.992696035922492,Econometrics: Methods and Applications,Erasmus University Rotterdam,Mixed
50,174,4.810290649901313,Creative Writing: The Craft of Plot,Wesleyan University,Mixed
50,507,3.8790024565803476,Introduction to Philosophy,The University of Edinburgh,Mixed
50,382,3.863673444401417,Global Energy and Climate Policy,SOAS University of London,Beginner
50,522,3.8179862467023375,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,Intermediate
50,392,4.312528404633224,Google IT Support,Google,Beginner
51,362,4.241102139601431,G Suite Administration,Google Cloud,Beginner
51,572,4.127406766154956,Magic in the Middle Ages,Universitat de Barcelona,Beginner
51,243,4.119462845618488,Dynamic Public Speaking,University of Washington,Beginner
51,70,4.4280842238216716,Aspectos básicos de la planificación y la gestión de proyectos,University of Virginia,Beginner
51,767,4.242666603609557,Supply Chain Analytics,Rutgers the State University of New Jersey,Beginner
51,59,3.9389139793923302,Aprende a programar con Python,Universidad Austral,Beginner
51,759,4.326388419561681,Strategic Management and Innovation,Copenhagen Business School,Beginner
51,281,4.494012151154536,Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,Beginner
51,410,4.477752491740484,Homeland Security and Cybersecurity,University of Colorado System,Beginner
51,579,4.500125537544259,Managing Social and Human Capital,University of Pennsylvania,Beginner
51,52,4.525775947706694,Anticorrupción: Introducción a conceptos y perspectiva práctica,Universidad Nacional Autónoma de México,Beginner
51,611,4.27316481986378,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,Intermediate
52,761,4.659807508285307,Strategising: Management for Global Competitive Advantage,Macquarie University,Intermediate
52,402,3.5386101012786293,Hardware Description Languages for FPGA Design,University of Colorado Boulder,Intermediate
52,695,4.604631485567995,Reinforcement Learning,University of Alberta,Intermediate
52,671,4.322458329782351,Process Mining: Data science in Action,Eindhoven University of Technology,Intermediate
52,535,3.9977193539214793,Java Programming and Software Engineering Fundamentals,Duke University,Beginner
52,283,3.504979904956322,Essential Google Cloud Infrastructure: Foundation,Google Cloud,Intermediate
52,29,4.416695354888379,Advanced Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,Advanced
53,872,4.2971774186149645,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,Mixed
53,345,4.388174393403381,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,Mixed
53,395,4.662898921445784,Greek and Roman Mythology,University of Pennsylvania,Mixed
53,607,4.561162635752134,Model Thinking,University of Michigan,Mixed
53,590,4.172553936684998,Mastering Data Analysis in Excel,Duke University,Mixed
53,542,3.7034787741963786,Leadership in 21st Century Organizations,Copenhagen Business School,Mixed
53,311,3.9946159039177354,Financial Engineering and Risk Management Part I,Columbia University,Mixed
53,286,4.4554119063313005,Essentials of Global Health,Yale University,Mixed
53,680,4.792118245945051,Psychological First Aid,Johns Hopkins University,Mixed
53,664,4.1684896526272714,Preparing to Manage Human Resources,University of Minnesota,Mixed
53,497,4.909540620619052,Introduction to Genetics and Evolution,Duke University,Mixed
53,309,4.42591684768995,Financial Accounting Fundamentals,University of Virginia,Beginner
53,878,4.1965111568694065,Искусство разработки на современном C++,E-Learning Development Fund,Intermediate
53,714,3.9736422457012015,Sample-based Learning Methods,University of Alberta,Intermediate
53,868,4.630707197149171,Write A Feature Length Screenplay For Film Or Television,Michigan State University,Beginner
54,242,3.9479601252014263,Drug Discovery,University of California San Diego,Beginner
54,527,4.248804249805877,Introduction to the Biology of Cancer,Johns Hopkins University,Beginner
54,692,3.915615891398176,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,Beginner
54,471,4.4452765149904145,Introduction to Blockchain Technologies,INSEAD,Beginner
54,344,4.311027895959948,Fundamentals of Computing,Rice University,Beginner
54,609,4.548547714495528,Modern Art & Ideas,The Museum of Modern Art,Beginner
54,752,4.381261511655867,Statistics with Python,University of Michigan,Beginner
54,44,4.455770995756044,Analysing: Numeric and digital literacies,Macquarie University,Beginner
54,319,4.6393786280669325,Finanzas personales,Universidad Nacional Autónoma de México,Mixed
54,117,4.113990726007264,Business Strategy,University of Virginia,Beginner
54,780,4.4059575795498,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,Beginner
55,372,4.3914581007573625,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,Mixed
55,132,4.517735710986828,Chicken Behaviour and Welfare,The University of Edinburgh,Mixed
55,680,4.4465416841565535,Psychological First Aid,Johns Hopkins University,Mixed
55,517,4.580226138102803,Introduction to Sustainability,University of Illinois at Urbana-Champaign,Mixed
55,261,4.272071064492927,English for Career Development,University of Pennsylvania,Mixed
55,31,4.176962999945703,Advertising and Society,Duke University,Mixed
55,615,4.836844266046586,Mountains 101,University of Alberta,Mixed
55,217,3.559254678248771,Design and Interpretation of Clinical Trials,Johns Hopkins University,Mixed
55,455,4.4472396902307345,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,Mixed
55,692,4.229750902731409,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,Beginner
55,225,4.525733254096427,Developing Your Musicianship,Berklee College of Music,Beginner
55,584,3.875827795713337,Marketing Gerencial,Universidad de Chile,Intermediate
55,617,4.430009268126916,Music Business,Berklee College of Music,Beginner
56,571,4.2279552596612575,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,Intermediate
56,691,3.434212328983709,R Programming,Johns Hopkins University,Intermediate
56,284,4.272002903887685,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,Intermediate
56,568,4.180130204121298,Machine Learning for Business Professionals,Google Cloud,Intermediate
56,222,4.576867933379176,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,Intermediate
56,346,4.471313901798057,Fundamentals of GIS,"University of California, Davis",Beginner
56,746,4.4105655204623435,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,Mixed
57,157,4.485685983872153,Construction Scheduling,Columbia University,Beginner
57,233,3.770890031203261,Digital Product Management: Modern Fundamentals,University of Virginia,Beginner
57,720,3.9394251429032723,Security & Safety Challenges in a Globalized World,Universiteit Leiden,Beginner
57,851,3.8194624031977016,Using Python to Interact with the Operating System,Google,Beginner
57,733,4.194812678616655,"Social Norms, Social Change I",University of Pennsylvania,Beginner
57,766,4.295902264224709,Summary Statistics in Public Health,Johns Hopkins University,Beginner
57,109,3.7985913372538445,Business Analytics,University of Pennsylvania,Beginner
57,559,3.991898294495654,Les Fondamentaux de la Négociation,ESSEC Business School,Beginner
57,346,4.214383564887208,Fundamentals of GIS,"University of California, Davis",Beginner
57,469,4.4201197529923615,Introduction to Artificial Intelligence (AI),IBM,Beginner
58,570,4.311678566849896,Machine Learning with Python,IBM,Intermediate
58,75,3.889312293486826,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,Intermediate
58,475,4.812482409024175,Introduction to Calculus,The University of Sydney,Intermediate
58,714,4.150912952028478,Sample-based Learning Methods,University of Alberta,Intermediate
58,405,3.7459529262276243,Health Information Literacy for Data Analytics,"University of California, Davis",Intermediate
58,416,4.019397415868992,IBM AI Engineering,IBM,Intermediate
58,11,4.310989437207213,AI for Medicine,deeplearning.ai,Intermediate
58,390,3.7630339829700183,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,Intermediate
58,473,4.058073154828169,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,Intermediate
58,566,3.3111511539128298,Machine Learning and Reinforcement Learning in Finance,New York University,Intermediate
58,844,3.577812517439998,Unity XR: How to Build AR and VR Apps,Unity,Beginner
58,874,3.9414809831385824,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,Beginner
58,490,4.514243586435485,Introduction to Electronics,Georgia Institute of Technology,Mixed
58,240,4.597992674705072,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,Beginner
58,562,4.503317815551824,Love as a Force for Social Justice,Stanford University,Beginner
59,719,4.129921789224827,Secure Coding Practices,"University of California, Davis",Intermediate
59,703,4.254744755552239,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,Intermediate
59,738,4.1919254668793196,Software Development Lifecycle,University of Minnesota,Intermediate
59,449,3.777510937026733,Interaction Design,University of California San Diego,Intermediate
59,432,3.7286084565480704,Infectious Disease Modelling,Imperial College London,Intermediate
59,195,4.467815710771855,Data Mining,University of Illinois at Urbana-Champaign,Intermediate
59,569,3.145953142894316,Machine Learning for Trading,Google Cloud,Intermediate
59,538,3.7489071205467503,Kotlin for Java Developers,JetBrains,Intermediate
59,55,4.594146809822011,Applied Data Science Capstone,IBM,Intermediate
59,614,4.269096987343556,More Introduction to Financial Accounting,University of Pennsylvania,Mixed
59,406,4.3328865941840915,Healthcare Law,University of Pennsylvania,Intermediate
60,565,3.9016614004358487,Machine Learning Foundations: A Case Study Approach,University of Washington,Mixed
60,887,4.371666136140219,Психолингвистика (Psycholinguistics),Saint Petersburg State University,Mixed
60,319,4.386685567800419,Finanzas personales,Universidad Nacional Autónoma de México,Mixed
60,694,3.800435560494435,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,Mixed
60,92,4.204119421525968,Biostatistics in Public Health,Johns Hopkins University,Beginner
60,109,3.9710813337437636,Business Analytics,University of Pennsylvania,Beginner
60,843,4.1330898248532835,Unity Certified Programmer Exam Preparation,Unity,Intermediate
61,321,4.311472307560534,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,Beginner
61,422,4.484366658353463,IT Security: Defense against the digital dark arts,Google,Beginner
61,64,4.239677758019038,Architecting with Google Kubernetes Engine 日本語版,Google Cloud,Beginner
61,241,3.790902061232792,Drug Commercialization,University of California San Diego,Beginner
61,98,4.672286612120326,Boosting Creativity for Innovation,HEC Paris,Beginner
61,645,4.045808581900335,"Parallel, Concurrent, and Distributed Programming in Java",Rice University,Intermediate
61,524,4.274121570984469,Introduction to User Experience Design,Georgia Institute of Technology,Beginner
61,251,4.2444788682672545,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Universidad Austral,Beginner
62,389,3.7229928835280903,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,Intermediate
62,163,3.989387461760476,Convolutional Neural Networks in TensorFlow,deeplearning.ai,Intermediate
62,624,4.709659978113796,Networking and Security Architecture with VMware NSX,VMware,Intermediate
62,200,3.926509793371622,Data Science: Statistics and Machine Learning,Johns Hopkins University,Intermediate
62,189,4.494603648254501,Data Analytics for Lean Six Sigma,University of Amsterdam,Beginner
62,499,3.85151567986101,Introduction to HTML5,University of Michigan,Mixed
62,50,4.497998923536788,Animal Behaviour and Welfare,The University of Edinburgh,Mixed
63,644,4.020677252992302,Palo Alto Networks Cybersecurity,Palo Alto Networks,Beginner
63,685,3.891826814422722,"Python Functions, Files, and Dictionaries",University of Michigan,Beginner
63,250,4.568347965824272,Egiptología (Egyptology),Universitat Autònoma de Barcelona,Beginner
63,530,4.518414818340446,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,Beginner
63,136,4.038741132600556,Classical Sociological Theory,University of Amsterdam,Mixed
63,239,3.872009217105872,Dog Emotion and Cognition,Duke University,Mixed
63,528,4.511870029167693,Introductory Human Physiology,Duke University,Mixed
64,834,3.8149409991080176,Understanding Cancer Metastasis,Johns Hopkins University,Beginner
64,638,3.988465149047794,Operating Systems and You: Becoming a Power User,Google,Beginner
64,709,3.8505204067475827,SAS Programmer,SAS,Beginner
64,512,4.2465422114149955,Introduction to Psychology,Yale University,Beginner
64,354,4.058985957826401,Fundamentals of Visualization with Tableau,"University of California, Davis",Beginner
64,707,4.549010421898553,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,Beginner
64,315,4.090326968507443,Financial Reporting,University of Illinois at Urbana-Champaign,Intermediate
65,101,4.331374630224014,Budgeting and Scheduling Projects,"University of California, Irvine",Mixed
65,268,5.0,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,Mixed
65,371,4.217555070878245,Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,Mixed
65,518,4.3072585905311715,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,Mixed
65,869,4.4110127005613355,Write Professional Emails in English,Georgia Institute of Technology,Mixed
65,840,4.3661626052169105,Understanding Research Methods,SOAS University of London,Mixed
65,454,4.65140111193458,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,Mixed
65,248,4.39008581760986,Ecosystem Services: a Method for Sustainable Development,University of Geneva,Intermediate
65,272,4.087391237420826,Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",Beginner
65,34,4.433850870971569,Agile Meets Design Thinking,University of Virginia,Beginner
66,2,4.110908109740159,A Crash Course in Data Science,Johns Hopkins University,Mixed
66,699,4.347284197154211,Research Data Management and Sharing,The University of Edinburgh,Mixed
66,409,4.194173379007613,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,Mixed
66,517,3.979058308269885,Introduction to Sustainability,University of Illinois at Urbana-Champaign,Mixed
66,387,3.8638160396705254,"Globalization, Economic Growth and Stability",IE Business School,Intermediate
66,33,4.5547400568299565,Agile Development,University of Virginia,Beginner
66,592,3.625508024327705,Mastering Software Development in R,Johns Hopkins University,Beginner
67,649,4.204691157008496,People Analytics,University of Pennsylvania,Mixed
67,456,4.153769136232501,International Leadership and Organizational Behavior,Università Bocconi,Mixed
67,108,4.49693443104647,Building Your Leadership Skills,HEC Paris,Mixed
67,474,4.084534440042786,Introduction to CSS3,University of Michigan,Mixed
67,490,4.225886595225259,Introduction to Electronics,Georgia Institute of Technology,Mixed
67,386,4.091332920507657,Global Trends for Business and Society,University of Pennsylvania,Mixed
67,766,4.754540332514082,Summary Statistics in Public Health,Johns Hopkins University,Beginner
67,351,3.9762126498426227,Fundamentals of Project Planning and Management,University of Virginia,Beginner
67,16,4.556505953132787,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,Intermediate
68,50,4.168148362860229,Animal Behaviour and Welfare,The University of Edinburgh,Mixed
68,587,4.1960122554757024,Marketing Verde,Universidad de los Andes,Mixed
68,668,4.091766085947399,Private Equity and Venture Capital,Università Bocconi,Mixed
68,210,4.242479005276769,Decision-Making and Scenarios,University of Pennsylvania,Mixed
68,341,4.420561289369505,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,Intermediate
68,48,4.711180766935174,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,Mixed
68,874,4.2323434771257284,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,Beginner
69,507,4.239801424737072,Introduction to Philosophy,The University of Edinburgh,Mixed
69,132,3.779778635484367,Chicken Behaviour and Welfare,The University of Edinburgh,Mixed
69,802,4.388108915935048,The Global Financial Crisis,Yale University,Mixed
69,262,4.49345196879397,English for Journalism,University of Pennsylvania,Mixed
69,143,4.070353133190617,Coaching Skills for Managers,"University of California, Davis",Intermediate
69,451,4.433706217821467,International Business Essentials,University of London,Intermediate
69,879,3.9634437791930255,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,Beginner
70,754,4.022476892469216,Stories of Infection,Stanford University,Intermediate
70,349,4.1990990251712725,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,Intermediate
70,37,4.305105489890141,Algorithmic Toolbox,University of California San Diego,Intermediate
70,650,4.478392022894122,Perfect Tenses and Modals,"University of California, Irvine",Intermediate
70,107,3.7584755627108537,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,Intermediate
70,399,4.150021432729164,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,Mixed
70,320,4.454186648306726,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,Beginner
70,233,4.444594887407045,Digital Product Management: Modern Fundamentals,University of Virginia,Beginner
71,843,3.837069374410437,Unity Certified Programmer Exam Preparation,Unity,Intermediate
71,402,3.613872402495041,Hardware Description Languages for FPGA Design,University of Colorado Boulder,Intermediate
71,193,4.0382518112018815,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,Intermediate
71,714,4.442378179989587,Sample-based Learning Methods,University of Alberta,Intermediate
71,111,4.633958972415371,Business English Communication Skills,University of Washington,Intermediate
71,778,3.607074047458252,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Intermediate
71,451,3.7419594416286945,International Business Essentials,University of London,Intermediate
71,787,4.495872687245745,TensorFlow in Practice,deeplearning.ai,Intermediate
71,57,4.613649199200563,Applied Machine Learning in Python,University of Michigan,Intermediate
71,465,3.803155014249773,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,Beginner
71,132,4.275088553445688,Chicken Behaviour and Welfare,The University of Edinburgh,Mixed
71,48,4.475733008255906,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,Mixed
71,65,4.374437373210137,Arizona State University TESOL,Arizona State University,Beginner
72,118,3.5482326893060243,Business Technology Management,Indian School of Business,Beginner
72,582,4.259150222203681,Marketing Digital,Universidade de São Paulo,Beginner
72,431,4.161951399676329,Industrial IoT on Google Cloud Platform,Google Cloud,Beginner
72,623,4.626023176181392,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,Beginner
72,169,4.923281245075018,Cost and Economics in Pricing Strategy,University of Virginia,Beginner
72,806,4.201371515179105,"The Modern World, Part Two: Global History since 1910",University of Virginia,Beginner
72,421,4.023734038525479,IT Fundamentals for Cybersecurity,IBM,Beginner
72,351,4.366270391553771,Fundamentals of Project Planning and Management,University of Virginia,Beginner
72,15,3.8655067309510187,AWS Fundamentals: Going Cloud-Native,Amazon Web Services,Beginner
72,206,3.586736530123674,Data and Health Indicators in Public Health Practice,Johns Hopkins University,Beginner
72,255,3.7396372604103334,Emerging Technologies: From Smartphones to IoT to Big Data,Yonsei University,Beginner
73,318,4.49858742430227,Finanzas corporativas,Universidad Nacional Autónoma de México,Intermediate
73,695,3.7369158039416175,Reinforcement Learning,University of Alberta,Intermediate
73,788,4.355430939977236,TensorFlow: Data and Deployment,deeplearning.ai,Intermediate
73,412,4.266408481078277,How Things Work: An Introduction to Physics,University of Virginia,Intermediate
73,858,3.75603233020834,Web Applications for Everybody,University of Michigan,Intermediate
73,518,4.016117316044799,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,Mixed
73,740,3.9958179202538266,Software Product Management,University of Alberta,Beginner
73,16,3.7375236300225723,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,Intermediate
74,31,4.889097837000783,Advertising and Society,Duke University,Mixed
74,262,4.320546433703435,English for Journalism,University of Pennsylvania,Mixed
74,808,3.8778009797152646,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",Mixed
74,386,4.135401813295819,Global Trends for Business and Society,University of Pennsylvania,Mixed
74,811,4.163813135556966,The Science of Gastronomy,The Hong Kong University of Science and Technology,Mixed
74,646,3.842064141323921,Particle Physics: an Introduction,University of Geneva,Mixed
74,739,4.121771481201348,Software Processes and Agile Practices,University of Alberta,Mixed
74,801,4.139540248593278,The Economics of Health Care Delivery,University of Pennsylvania,Mixed
74,578,4.4020528604972595,Managing Project Risks and Changes,"University of California, Irvine",Mixed
74,413,3.5651559413199903,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,Mixed
74,351,4.191702971665215,Fundamentals of Project Planning and Management,University of Virginia,Beginner
74,871,4.1419906724001265,Writing in the Sciences,Stanford University,Beginner
74,807,4.388654478471189,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,Intermediate
74,105,3.757807989846594,Building Conversational Experiences with Dialogflow,Google Cloud,Beginner
74,138,5.0,Climate Change and Health: From Science to Action,Yale University,Beginner
75,636,4.646587297473181,Oil & Gas Industry Operations and Markets,Duke University,Mixed
75,587,3.9231448379788745,Marketing Verde,Universidad de los Andes,Mixed
75,413,3.1433841415415458,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,Mixed
75,505,3.451706833456134,Introduction to Operations Management,University of Pennsylvania,Mixed
75,684,4.35368866394877,Python Data Structures,University of Michigan,Mixed
75,512,4.787001735800411,Introduction to Psychology,Yale University,Beginner
75,347,4.308484402891037,Fundamentals of Graphic Design,California Institute of the Arts,Beginner
75,533,3.9011364456183233,Investment and Portfolio Management,Rice University,Beginner
76,778,3.550718751842552,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Intermediate
76,693,3.6103997382730544,Recommender Systems,University of Minnesota,Intermediate
76,882,3.4422089337711337,Основы Digital Маркетинга,National Research University Higher School of Economics,Intermediate
76,107,4.0488449609758295,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,Intermediate
76,464,3.5321211460562036,Interviewing and Resume Writing in English,"University of Maryland, College Park",Intermediate
76,284,3.909479628044964,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,Intermediate
76,830,4.337276782250248,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,Intermediate
76,38,4.1220752720787575,Algorithms,Stanford University,Intermediate
76,626,4.557185806578306,Neural Networks and Deep Learning,deeplearning.ai,Intermediate
76,9,4.709704105607439,AI for Medical Diagnosis,deeplearning.ai,Intermediate
76,1,4.153198160887368,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,Intermediate
76,374,3.86761807799587,Getting Started With Music Theory,Michigan State University,Beginner
76,5,4.7605248735453465,ADHD: Everyday Strategies for Elementary Students,University at Buffalo,Beginner
76,495,4.615054559208922,Introduction to Forensic Science,"Nanyang Technological University, Singapore",Mixed
77,463,4.597156766345366,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,Mixed
77,494,4.772074062349901,Introduction to Financial Accounting,University of Pennsylvania,Mixed
77,739,4.7186226596880205,Software Processes and Agile Practices,University of Alberta,Mixed
77,269,4.003566553397231,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,Mixed
77,622,3.841158605014693,Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,Mixed
77,67,3.704143238608839,Art & Ideas: Teaching with Themes,The Museum of Modern Art,Mixed
77,413,2.678113366847464,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,Mixed
77,620,4.1532805017147,Nanotechnology: A Maker’s Course,Duke University,Mixed
77,156,4.440690865032325,Construction Project Management,Columbia University,Beginner
77,548,3.745457038131747,Learn English,Tsinghua University,Beginner
77,813,4.583505292066553,The Science of Success: What Researchers Know that You Should Know,University of Michigan,Beginner
77,578,4.408017605799157,Managing Project Risks and Changes,"University of California, Irvine",Mixed
78,449,4.153886111564824,Interaction Design,University of California San Diego,Intermediate
78,675,4.105885696215511,Programming with Google Go,"University of California, Irvine",Intermediate
78,433,3.7162327344571,Influencer Marketing Strategy,Rutgers the State University of New Jersey,Intermediate
78,183,3.817761156157412,Cybersecurity for Business,University of Colorado System,Beginner
78,814,4.749479210236691,The Science of Training Young Athletes,University of Florida,Beginner
79,277,3.8891831992937425,Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,Mixed
79,269,4.204158701242441,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,Mixed
79,782,3.996985260321077,Teach English Now! Foundational Principles,Arizona State University,Mixed
79,827,4.185691676585321,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),Mixed
79,604,4.0987600118509855,Microeconomics: The Power of Markets,University of Pennsylvania,Mixed
79,165,4.081238512195683,Corporate Finance Essentials,IESE Business School,Mixed
79,499,4.055361180875726,Introduction to HTML5,University of Michigan,Mixed
79,230,4.053152974592711,Digital Marketing,University of Illinois at Urbana-Champaign,Beginner
79,313,3.802287604518132,Financial Markets,Yale University,Beginner
79,508,4.554566124738937,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,Mixed
79,207,4.266622664781443,Data-driven Decision Making,PwC,Beginner
80,574,4.100151840036819,Management of Fashion and Luxury Companies,Università Bocconi,Mixed
80,386,4.028395739157232,Global Trends for Business and Society,University of Pennsylvania,Mixed
80,646,4.053408034341823,Particle Physics: an Introduction,University of Geneva,Mixed
80,136,4.246091042650007,Classical Sociological Theory,University of Amsterdam,Mixed
80,700,3.887126233698172,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,Mixed
80,273,4.114826449379916,Epidemics - the Dynamics of Infectious Diseases,The Pennsylvania State University,Mixed
80,345,4.230286980504151,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,Mixed
80,366,4.46032282418035,Gamification,University of Pennsylvania,Mixed
80,507,4.043110287596525,Introduction to Philosophy,The University of Edinburgh,Mixed
80,613,4.529273112047098,Moral Foundations of Politics,Yale University,Mixed
80,206,4.519015477676168,Data and Health Indicators in Public Health Practice,Johns Hopkins University,Beginner
80,94,4.134364646235427,Blockchain,University at Buffalo,Intermediate
80,858,4.964104574724552,Web Applications for Everybody,University of Michigan,Intermediate
80,432,4.786199278835911,Infectious Disease Modelling,Imperial College London,Intermediate
80,639,4.2767615637855245,Operations Analytics,University of Pennsylvania,Mixed
81,867,4.2450658734616455,Wonders of Ancient Egypt,University of Pennsylvania,Intermediate
81,650,4.194009432757604,Perfect Tenses and Modals,"University of California, Irvine",Intermediate
81,787,4.617041066198725,TensorFlow in Practice,deeplearning.ai,Intermediate
81,164,4.448915727365142,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,Intermediate
81,353,4.618394059470061,Fundamentals of Reinforcement Learning,University of Alberta,Intermediate
81,683,4.160073638836147,Python Classes and Inheritance,University of Michigan,Intermediate
81,37,4.5202918635703595,Algorithmic Toolbox,University of California San Diego,Intermediate
81,615,3.8323453781891796,Mountains 101,University of Alberta,Mixed
81,400,3.846422280484057,Habilidades Gerenciales,Universidad Nacional Autónoma de México,Beginner
81,140,4.262989186517298,Cloud Computing,University of Illinois at Urbana-Champaign,Intermediate
82,849,4.794610221312396,Using Databases with Python,University of Michigan,Mixed
82,758,4.165052440449092,Strategic Management,Copenhagen Business School,Mixed
82,217,4.387746522942372,Design and Interpretation of Clinical Trials,Johns Hopkins University,Mixed
82,31,4.642983103501217,Advertising and Society,Duke University,Mixed
82,553,4.311491597730543,Learn SQL Basics for Data Science,"University of California, Davis",Beginner
82,457,4.368505853156635,International Marketing & Cross Industry Growth,Yonsei University,Beginner
82,647,3.830847876766227,Patient Safety,Johns Hopkins University,Beginner
83,194,4.300346734145959,Data Management for Clinical Research,Vanderbilt University,Beginner
83,207,4.0583913915712255,Data-driven Decision Making,PwC,Beginner
83,421,3.9818676174658876,IT Fundamentals for Cybersecurity,IBM,Beginner
83,137,4.3166397192603485,Claves de la Dirección de Empresas,IESE Business School,Beginner
